Unnamed: 0,filename,offset,end,freq_min,freq_max,start,sound_id_species,kw_ecotype,pod,call_type,comments,annotator,path,duration
45,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,619.9950731,20.536871700000003,1983.7,7364.1,19.995,KW,KWSR?,K/L?,,unknown,,/data/audio/JASCO/ClipExport/true,0.5418717000000015
46,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,623.4760489,24.60900449999997,978.3,23641.3,23.476,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,1.13300449999997
47,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,624.6583144,25.544699199999958,1983.7,9565.2,24.658,KW,KWSR,K/L,S17,Overlapped with another call,,/data/audio/JASCO/ClipExport/true,0.8866991999999527
48,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,625.6804815,26.603644999999965,1875.0,6154.9,25.68,KW,KWSR?,,,Multiple calls overlapped,,/data/audio/JASCO/ClipExport/true,0.923644999999965
49,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,627.0721066,27.921753400000053,978.3,6589.7,27.072,KW,KWSR?,,,Unknown,,/data/audio/JASCO/ClipExport/true,0.8497534000000542
50,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,628.15585,30.10181210000001,923.9,24524.5,28.156,KW,KWSR,K/L,S16,Multiple calls overlapped,,/data/audio/JASCO/ClipExport/true,1.945812100000012
51,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,630.7051255,31.09908849999995,2214.7,8437.5,30.705,KW,KWSR,K/L,S17,,,/data/audio/JASCO/ClipExport/true,0.3940884999999525
52,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,632.1829574,33.72240829999999,1046.2,35597.8,32.183,KW,KWSR,K/L,S16/S17,Multiple calls overlapped,,/data/audio/JASCO/ClipExport/true,1.539408299999991
53,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,635.5819709,36.85047240000007,801.6,7989.1,35.582,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,1.2684724000000642
54,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,638.4516119,39.64554799999996,903.1,6762.1,38.452,KW,KWSR,K/L,S16,faint,,/data/audio/JASCO/ClipExport/true,1.1935479999999643
55,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,640.5120615,42.02812850000004,991.2,55418.5,40.512,KW,KWSR,K/L,S16/S17,Multiple calls overlapped,,/data/audio/JASCO/ClipExport/true,1.5161285000000362
56,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,643.6088345,45.30254780000004,1916.3,12511.0,43.609,KW,KWSR,K/L,S16/S17,Multiple calls overlapped,,/data/audio/JASCO/ClipExport/true,1.693547800000033
57,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,645.5790363,47.33706380000006,748.9,8039.6,45.579,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,1.758063800000059
58,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,649.756454,50.61083840000006,1938.3,31740.1,49.756,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,0.8548384000000624
59,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,650.6596795,51.56322539999999,2687.2,9471.4,50.66,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,0.9032253999999966
60,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,653.4338719,54.61141890000002,2114.5,12422.9,53.434,KW,KWSR,K/L,S16/S17,Multiple calls overlapped,,/data/audio/JASCO/ClipExport/true,1.1774189000000206
61,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,654.6435489,55.69238669999992,2070.5,11409.7,54.644,KW,KWSR,K/L,S17,,,/data/audio/JASCO/ClipExport/true,1.0483866999999236
62,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,655.7580638,56.87090280000003,2007.8,9025.3,55.758,KW,KWSR,K/L,S17,,,/data/audio/JASCO/ClipExport/true,1.112902800000029
63,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,657.2096762,58.70999939999998,935.7,9083.8,57.21,KW,KWSR,K/L,S16/S17,Multiple calls overlapped,,/data/audio/JASCO/ClipExport/true,1.4999993999999788
64,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,659.4885229,60.48899960000002,779.7,8343.1,59.489,KW,KWSR,K/L,S16,Faint,,/data/audio/JASCO/ClipExport/true,0.9999996000000236
65,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,662.1303396,63.40419310000005,877.2,7641.3,62.13,KW,KWSR,J?,S12?,Not sure about call ID. It could just be variable.,,/data/audio/JASCO/ClipExport/true,1.2741931000000477
66,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,663.7109842,64.56583829999998,896.7,6237.8,63.711,KW,KWSR,J?,S44?,Not sure about call ID. It could just be variable.,,/data/audio/JASCO/ClipExport/true,0.8548382999999831
67,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,665.1625965,66.09848350000003,1949.3,12417.2,65.163,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,0.935483500000032
68,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,666.2271122,67.17861250000001,1890.8,12826.5,66.227,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,0.9516125000000102
69,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,668.4690468,68.83996759999997,1734.9,4697.9,68.469,KW,KWSR,K/L,S16,"Partial (I call it the ""tail end"" of S16)",,/data/audio/JASCO/ClipExport/true,0.3709675999999717
70,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,670.1303365,71.09774149999998,1695.9,37797.3,70.13,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,0.9677414999999884
71,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,672.4516127,73.32296739999992,955.2,8830.4,72.452,KW,KWSR,K/L,S17,Multiple calls overlapped,,/data/audio/JASCO/ClipExport/true,0.8709673999999268
72,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,673.225806,74.32277369999997,896.7,8849.9,73.226,KW,KWSR,K/L,S17,Multiple calls overlapped,,/data/audio/JASCO/ClipExport/true,1.0967736999999715
73,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,674.8709666,76.4677736,955.2,8752.4,74.871,KW,KWSR,K/L,S16,Multiple calls overlapped,,/data/audio/JASCO/ClipExport/true,1.596773600000006
74,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,677.0816597,77.84006419999992,1384.0,7173.5,77.082,KW,KWSR,J?,S44?,Not sure about call ID. It could just be variable.,,/data/audio/JASCO/ClipExport/true,0.7580641999999216
75,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,678.501014,79.3397092999999,1851.9,8927.9,78.501,KW,KWSR?,,,Faint,,/data/audio/JASCO/ClipExport/true,0.8387092999998913
76,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,682.9511539,84.83809600000004,1578.9,20623.8,82.951,KW,KWSR,K/L,S16,Multiple calls overlapped,,/data/audio/JASCO/ClipExport/true,1.8870960000000423
77,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,686.5827789,87.67977369999997,1910.3,8849.9,86.583,KW,KWSR,K/L,S16,Faint,,/data/audio/JASCO/ClipExport/true,1.0967736999999715
78,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,688.0827783,89.24428980000008,1890.8,9005.8,88.083,KW,KWSR,K/L,S17,,,/data/audio/JASCO/ClipExport/true,1.1612898000000769
79,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,696.2636257,97.18335439999996,2261.2,35770.0,96.264,KW,KWSR,K/L,S17,,,/data/audio/JASCO/ClipExport/true,0.9193543999999748
80,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,697.715238,98.56983839999997,2163.7,8635.5,97.715,KW,KWSR?,,,"Unknown, Could be variable.",,/data/audio/JASCO/ClipExport/true,0.8548383999999487
81,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,698.4410442,99.79583810000004,2144.2,15809.0,98.441,KW,KWSR,K/L,S17,,,/data/audio/JASCO/ClipExport/true,1.3548381000000518
82,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,699.7958823,100.6830965,2534.1,4873.3,99.796,KW,KWSR,K/L,S16,Variable,,/data/audio/JASCO/ClipExport/true,0.8870964999999842
83,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,700.6829788,101.32816100000004,1851.9,4892.8,100.683,KW,KWSR,K/L,S16,Variable,,/data/audio/JASCO/ClipExport/true,0.6451610000000301
84,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,703.3105925,104.27874160000007,2904.5,5029.2,103.311,KW,KWSR,K/L,S16,Faint. I think I hear the S16 tail end.,,/data/audio/JASCO/ClipExport/true,0.9677416000000676
85,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,704.5686565,105.48835450000006,2885.0,5009.7,104.569,KW,KWSR,K/L,S16,Faint. I think I hear the S16 tail end.,,/data/audio/JASCO/ClipExport/true,0.919354500000054
86,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,707.2450315,108.11596740000005,1540.0,8908.4,107.245,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,0.8709674000000405
87,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,708.5837406,109.68077379999994,1832.4,9551.7,108.584,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,1.0967737999999372
88,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,714.1311967,114.67938689999995,1228.1,7056.5,114.131,KW,KWSR,K/L,S16,"Faint. I think I hear the ""tail end""",,/data/audio/JASCO/ClipExport/true,0.5483868999999686
89,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,714.8731319,115.50203200000006,955.2,7543.9,114.873,KW,KWSR?,,,Variable?,,/data/audio/JASCO/ClipExport/true,0.629032000000052
90,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,716.344564,117.29661259999996,896.7,5146.2,116.345,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,0.9516125999999758
91,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,717.2155314,118.02245129999991,1384.0,6452.2,117.216,KW,KWSR?,,,Variable?,,/data/audio/JASCO/ClipExport/true,0.8064512999999351
92,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,718.167144,118.97345130000004,896.7,6861.6,118.167,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,0.8064513000000488
93,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,722.5618619,124.61038629999994,2300.2,8284.6,122.562,KW,KWSR,K/L,S16,"With ""tail end""",,/data/audio/JASCO/ClipExport/true,2.048386299999948
94,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,724.7554094,126.593709,1637.4,11384.0,124.755,KW,KWSR,K/L,S16,"With ""tail end""",,/data/audio/JASCO/ClipExport/true,1.8387089999999944
95,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,727.4516123,128.45199960000002,1871.3,6686.2,127.452,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,0.9999996000000236
96,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,729.6774179,131.11248329999998,1949.3,9142.3,129.677,KW,KWSR,K/L,S16/S17,Multiple calls overlapped,,/data/audio/JASCO/ClipExport/true,1.4354832999999871
97,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,731.2580625,132.1612254,2871.1,4550.8,131.258,KW,KWSR,K/L,S16,Faint,,/data/audio/JASCO/ClipExport/true,0.9032253999999966
98,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,736.6935442,138.0004511,2675.8,10000.0,136.694,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,1.306451100000004
99,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,740.9203386,141.88774159999994,3085.9,5253.9,140.92,KW,KWSR,K/L,S17,,,/data/audio/JASCO/ClipExport/true,0.967741599999954
100,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,743.033241,145.0975154,1796.9,43671.9,143.033,KW,KWSR,K/L,S17,,,/data/audio/JASCO/ClipExport/true,2.0645154000000048
101,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,746.4514248,148.43487009999998,820.3,9433.6,146.451,KW,KWSR,K/L,S16,Multiple calls overlapped,,/data/audio/JASCO/ClipExport/true,1.98387009999999
102,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,749.1933592,151.4188055,1621.1,9589.8,149.193,KW,KWSR,K/L,S16,Multiple calls overlapped,,/data/audio/JASCO/ClipExport/true,2.2258054999999786
103,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,753.4836801,154.5646447,1543.0,8300.8,153.484,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,1.0806446999999937
104,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,757.8546461,158.6291932,1562.5,8847.7,157.855,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,0.7741932000000133
105,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,761.7901284,162.80612870000007,2500.0,13261.7,161.79,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,1.0161287000000812
106,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,762.8709674,163.98390279999992,2460.9,8535.2,162.871,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,1.1129027999999153
107,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,765.2258052,166.08083840000006,2011.7,8984.4,165.226,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,0.8548384000000624
108,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,768.7096748,169.64548350000004,2148.4,6816.4,168.71,KW,KWSR,K/L,S17,,,/data/audio/JASCO/ClipExport/true,0.935483500000032
109,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,770.064513,171.64564449999995,1894.5,5566.4,170.065,KW,KWSR,K/L,S17,,,/data/audio/JASCO/ClipExport/true,1.5806444999999485
110,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,777.4354778,178.37048350000003,976.6,6894.5,177.435,KW,KWSR,K/L,S17,,,/data/audio/JASCO/ClipExport/true,0.935483500000032
111,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,778.5806387,179.5809996,1562.5,8886.7,178.581,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,0.9999996000000236
112,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,780.3870896,181.14506420000004,4746.1,5136.7,180.387,KW,KWSR,K/L,S17,Faint,,/data/audio/JASCO/ClipExport/true,0.7580642000000353
113,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,783.7508411,184.91228990000005,1894.5,8652.3,183.751,KW,KWSR,K/L,S17,,,/data/audio/JASCO/ClipExport/true,1.1612899000000425
114,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,804.1866181,204.9289352,1816.4,9218.8,204.187,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,0.7419351999999435
115,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,837.6077395,238.57574160000007,1738.3,5117.2,237.608,KW,KWSR,K/L,S16,,,/data/audio/JASCO/ClipExport/true,0.9677416000000676
116,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,841.1399962,241.54322559999991,1894.5,3984.4,241.14,KW,KWSR?,,,Faint,,/data/audio/JASCO/ClipExport/true,0.4032255999999279
117,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,874.0127839,275.27106409999993,1933.6,9824.2,274.013,KW,KWSR,J,S1,,,/data/audio/JASCO/ClipExport/true,1.258064099999956
118,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,878.1902017,279.0125803,3125.0,7734.4,278.19,KW,KWSR,K/L,S16,Faint,,/data/audio/JASCO/ClipExport/true,0.8225803000000269
119,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,879.4643947,280.2381933000001,3300.8,7304.7,279.464,KW,KWSR,K/L,S16,Faint,,/data/audio/JASCO/ClipExport/true,0.7741933000000927
120,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,895.6423496,297.1258704,1816.4,30175.8,295.642,KW,KWSR,J,S1,,,/data/audio/JASCO/ClipExport/true,1.4838704000000007
121,JASCOAMARHYDROPHONEC000682_20171104T051828.391Z.wav,897.722994,298.981064,898.4,6191.4,297.723,KW,KWSR,J,S1,Variable?,,/data/audio/JASCO/ClipExport/true,1.2580639999999903
122,JASCOAMARHYDROPHONEC000682_20171120T142633.015Z.wav,900.7720006,62.43331060000009,2712.4,7107.8,0.772,Vessel Noise,,,,,,/data/audio/JASCO/ClipExport/false,61.66131060000009
123,JASCOAMARHYDROPHONEC000682_20171128T195135.031Z.wav,3042.496113,42.90240299999996,3202.6,8202.6,42.496,Vessel Noise,,,,,,/data/audio/JASCO/ClipExport/false,0.4064029999999548
124,JASCOAMARHYDROPHONEC000682_20171128T195135.031Z.wav,3113.944739,116.30953100000016,2973.9,7352.9,113.945,Vessel Noise,,,,,,/data/audio/JASCO/ClipExport/false,2.36453100000017
125,JASCOAMARHYDROPHONEC000682_20171128T195135.031Z.wav,3194.288185,195.00228500000003,3349.7,7287.6,194.288,Vessel Noise,,,,I believe it is part of the mechanical noise associated with the vessel engine.,,/data/audio/JASCO/ClipExport/false,0.714285000000018
