annot_id,filename,offset,end,freq_min,freq_max,start,sound_id_species,kw_ecotype,pod,label,comments,annotator,,,
66,AMAR418.1.20180915T220639Z.wav,1559.121916,1559.620684,4454.5,10220.8,1559.122,KW,,,,,2,,,
67,AMAR418.1.20180915T220639Z.wav,1561.205048,1561.999382,4090.9,10545.5,1561.205,KW,,,,,2,,,
68,AMAR418.1.20180915T220639Z.wav,1562.23645,1562.981523,4026,10194.8,1562.236,KW,,,,,2,,,
69,AMAR418.1.20180915T220639Z.wav,1564.283861,1564.85652,4415.6,10168.8,1564.284,KW,,,,,2,,,
70,AMAR418.1.20180915T220639Z.wav,1566.376229,1566.831894,1376.6,10662.3,1566.376,KW,,,,Difficult to ID with spectrogram image alone,2,,,
71,AMAR418.1.20180915T220639Z.wav,1575.009851,1575.73645,1285.7,10376.6,1575.01,KW,,,,,2,,,
72,AMAR418.1.20180915T220639Z.wav,1582.366989,1583.06588,987,10636.4,1582.367,KW,,,,,2,,,
73,AMAR418.1.20180915T220639Z.wav,1591.838047,1592.637314,1272.7,10376.6,1591.838,KW,,,,Difficult to ID with spectrogram image alone,2,,,
74,AMAR418.1.20180915T220639Z.wav,1595.029552,1595.44827,1142.9,8389.6,1595.03,KW,,,,Difficult to ID with spectrogram image alone,2,,,
75,AMAR418.1.20180915T220639Z.wav,1603.192115,1603.881769,4259.7,5714.3,1603.192,KW,,,,Difficult to ID with spectrogram image alone,2,,,
76,AMAR418.1.20180915T220639Z.wav,1689.674256,1690.160709,1376.6,10298.7,1689.674,KW,,,,,2,,,
77,AMAR418.1.20180915T220639Z.wav,1700.701969,1701.129924,1181.8,5753.2,1700.702,KW,,,,,2,,,
78,AMAR418.1.20180915T220639Z.wav,1702.047411,1702.426105,1402.6,2480.5,1702.047,KW,,,,Difficult to ID with spectrogram image alone,2,,,
79,AMAR418.1.20180915T220639Z.wav,1703.777703,1704.316496,1194.8,5701.3,1703.778,KW,,,,Difficult to ID with spectrogram image alone,2,,,
80,AMAR418.1.20180915T220639Z.wav,1719.019087,1719.871918,1337.7,10363.6,1719.019,KW,,,,Difficult to ID with spectrogram image alone,2,,,
81,AMAR418.1.20180915T220639Z.wav,1728.034481,1728.782633,1246.8,5480.5,1728.034,KW,,,,Difficult to ID with spectrogram image alone,2,,,
82,AMAR418.1.20180915T220639Z.wav,1729.687804,1730.023394,1181.8,2610.4,1729.688,KW,,,,Difficult to ID with spectrogram image alone,2,,,
83,AMAR418.1.20180915T220639Z.wav,1730.836201,1731.418097,1584.4,5584.4,1730.836,KW,,,,Difficult to ID with spectrogram image alone,2,,,
84,AMAR418.1.20180915T220639Z.wav,1741.442117,1741.808495,1415.6,5298.7,1741.442,KW,,,,Difficult to ID with spectrogram image alone,2,,,
85,AMAR418.1.20180915T220639Z.wav,1741.959357,1742.806031,1584.4,10623.4,1741.959,KW,,,,Difficult to ID with spectrogram image alone,2,,,
86,AMAR418.1.20180915T220639Z.wav,1743.751226,1743.945192,1454.5,3870.1,1743.751,KW,,,,Difficult to ID with spectrogram image alone,2,,,
87,AMAR418.1.20180915T220639Z.wav,1747.684725,1748.226596,701.3,3259.7,1747.685,KW,,,,Difficult to ID with spectrogram image alone,2,,,
88,AMAR418.1.20180915T220639Z.wav,1750.417486,1751.553568,1415.6,10077.9,1750.417,KW,,,,Difficult to ID with spectrogram image alone,2,,,
89,AMAR418.1.20180915T220639Z.wav,1754.400246,1754.775861,1597.4,2701.3,1754.4,KW,,,,Difficult to ID with spectrogram image alone,2,,,
90,AMAR418.1.20180915T220639Z.wav,1755.083742,1755.847288,4194.8,5467.5,1755.084,KW,,,,,2,,,
91,AMAR418.1.20180915T220639Z.wav,1756.758616,1757.731521,1961,10090.9,1756.759,KW,,,,,2,,,
92,AMAR418.1.20180915T220639Z.wav,1766.547315,1766.882906,1519.5,2792.2,1766.547,KW,,,,Difficult to ID with spectrogram image alone,2,,,
93,AMAR418.1.20180915T220639Z.wav,1767.68165,1768.475984,1467.5,10026,1767.682,KW,,,,Difficult to ID with spectrogram image alone,2,,,
94,AMAR418.1.20180915T220639Z.wav,1780.046792,1780.677949,1285.7,5766.2,1780.047,KW,,,,,2,,,
95,AMAR418.1.20180915T220639Z.wav,1782.246919,1783.124381,961,5194.8,1782.247,KW,,,,Difficult to ID with spectrogram image alone,2,,,
96,AMAR418.1.20180915T220639Z.wav,1786.038792,1786.866993,1363.6,5285.7,1786.039,KW,,,,Difficult to ID with spectrogram image alone,2,,,
97,AMAR418.1.20190402T085409Z.wav,349.274,349.5967729,5205,23391.3,349.2741926,KW,Unknown,,,KW? S5? It sounds unusual.,2,,,
98,AMAR418.1.20190402T085409Z.wav,820.545,821.2387048,156.2,1405.4,820.5451569,KW,,,,,2,,,
99,AMAR418.1.20190402T085409Z.wav,824.686,825.1774561,1214.5,3522.1,824.685521,KW,,,,,2,,,
100,AMAR418.1.20190402T085409Z.wav,825.29,825.9597135,1127.8,8657.7,825.2903592,KW,,,,,2,,,
101,AMAR418.1.20190402T085409Z.wav,841.831,842.4758437,138.8,9403.8,841.8306829,KW,,,,,2,,,
102,AMAR418.1.20190402T085409Z.wav,866.654,867.5083772,190.9,1301.3,866.6535391,KW,,,,,2,,,
103,AMAR418.1.20190402T085409Z.wav,871.694,872.3871318,1804.4,3418,871.6935839,KW,,,,,2,,,
104,AMAR418.1.20190402T085409Z.wav,872.476,872.7258412,5395.9,22208.2,872.4758414,KW,,,,,2,,,
105,AMAR418.1.20190402T085409Z.wav,882.589,883.6613235,121.5,3279.2,882.5887437,KW,,,,,2,,,
106,AMAR418.1.20190402T085409Z.wav,884.282,885.3387449,1249.2,5604.1,884.2822941,KW,,,,,2,,,
107,AMAR418.1.20190402T085409Z.wav,886.145,886.8226147,659.3,3626.2,886.1451959,KW,,,,,2,,,
108,AMAR418.1.20190402T085409Z.wav,896.331,897.4032587,1474.8,5621.5,896.3306789,KW,,,,,2,,,
109,AMAR418.1.20190402T085409Z.wav,901.282,904.6613245,121.5,12127.8,901.2822949,KW,,,,,2,,,
110,AMAR418.1.20190402T085409Z.wav,905.056,905.7097108,190.9,8206.6,905.0564855,KW,,,,,2,,,
111,AMAR418.1.20190402T085409Z.wav,911.113,911.991971,173.5,8744.5,911.1129394,KW,,,,,2,,,
112,AMAR418.1.20190402T085409Z.wav,912.014,914.0968081,173.5,9039.4,912.0143054,KW,,,,,2,,,
113,AMAR418.1.20190402T085409Z.wav,922.274,924.1613234,225.6,9993.7,922.2742281,KW,,,,,2,,,
114,AMAR418.1.20190402T085409Z.wav,952.333,953.1238079,399.1,1457.4,952.333486,KW,,,,,2,,,
115,AMAR418.1.20190402T085409Z.wav,970.04,970.2661612,2203.5,10861.2,970.0403549,KW,,,,,2,,,
116,AMAR418.1.20190402T085409Z.wav,970.298,973.0887467,208.2,10705,970.2984193,KW,,,,,2,,,
117,AMAR418.1.20190402T085409Z.wav,974.79,977.8064849,225.6,12388,974.7903583,KW,,,,,2,,,
118,AMAR418.1.20190402T085409Z.wav,984,986.7661624,69.4,9265,984.0000355,KW,,,,,2,,,
119,AMAR418.1.20190402T085409Z.wav,991.105,993.2419708,138.8,9091.5,991.1048757,KW,,,,,2,,,
120,AMAR418.1.20190402T085409Z.wav,995.234,996.9274518,173.5,29582,995.2339047,KW,,,,,2,,,
121,AMAR418.1.20190402T085409Z.wav,998.387,999.5484245,1596.2,6089.9,998.3871351,KW,,,,,2,,,
122,AMAR418.1.20190402T085409Z.wav,1001.218,1002.282293,295,5933.8,1001.217778,KW,,,,,2,,,
123,AMAR418.1.20190402T085409Z.wav,1003.339,1004.951646,190.9,4511,1003.338744,KW,,,,,2,,,
124,AMAR418.1.20190402T085409Z.wav,1009.806,1010.935519,225.6,9212.9,1009.806488,KW,,,,,2,,,
125,AMAR418.1.20190402T085409Z.wav,1011.532,1013.008098,156.2,4597.8,1011.532293,KW,,,,,2,,,
126,AMAR418.1.20190402T085409Z.wav,1019.266,1020.41939,694,10653,1019.266165,KW,,,,,2,,,
127,AMAR418.1.20190402T085409Z.wav,1034.105,1035.548425,277.6,10705,1034.10487,KW,,,,,2,,,
128,AMAR418.1.20190402T085409Z.wav,1037.927,1039.306486,572.6,5881.7,1037.927455,KW,,,,,2,,,
129,AMAR418.1.20190402T085409Z.wav,1042.081,1043.185515,1474.8,8119.9,1042.080677,KW,,,,,2,,,
130,AMAR418.1.20190402T085409Z.wav,1047.04,1048.266164,138.8,4198.7,1047.040358,KW,,,,,2,,,
131,AMAR418.1.20190402T085409Z.wav,1054.139,1055.348897,242.9,2377,1054.13922,KW,,,,,2,,,
132,AMAR418.1.20190402T085409Z.wav,1065.798,1067.56455,1179.8,9820.2,1065.798422,KW,,,,,2,,,
133,AMAR418.1.20190402T085409Z.wav,1074.516,1077.975839,295,10375.4,1074.516164,KW,,,,,2,,,
134,AMAR418.1.20190402T085409Z.wav,1079.573,1081.653262,277.6,3522.1,1079.572619,KW,,,,,2,,,
135,AMAR418.1.20190402T085409Z.wav,1082.306,1084.983905,242.9,4389.6,1082.306488,KW,,,,,2,,,
136,AMAR418.1.20190402T085409Z.wav,1086.129,1086.927452,277.6,1578.9,1086.129065,KW,,,,,2,,,
137,AMAR418.1.20190402T085409Z.wav,1088.702,1090.032295,173.5,9438.5,1088.701651,KW,,,,,2,,,
138,AMAR418.1.20190402T085409Z.wav,1094.087,1094.772248,1266.6,2914.8,1094.086764,KW,,,,,2,,,
139,AMAR418.1.20190402T085409Z.wav,1098.21,1099.621004,520.5,5222.4,1098.209715,KW,,,,,2,,,
140,AMAR418.1.20190402T085409Z.wav,1108.968,1109.774229,537.9,3591.5,1108.967778,KW,,,,,2,,,
141,AMAR418.1.20190402T085409Z.wav,1110.589,1111.991969,173.5,9559.9,1110.588745,KW,,,,,2,,,
142,AMAR418.1.20190402T085409Z.wav,1118.266,1119.33068,104.1,2724,1118.266165,KW,,,,,2,,,
143,AMAR418.1.20190402T085409Z.wav,1130.855,1131.629065,104.1,1422.7,1130.854872,KW,,,,,2,,,
144,AMAR418.1.20190402T085409Z.wav,1133.548,1133.951651,242.9,5777.6,1133.548425,KW,,,,,2,,,
145,AMAR418.1.20190402T085409Z.wav,1150.766,1152.306489,156.2,2776,1150.766161,KW,,,,,2,,,
146,AMAR418.1.20190402T085409Z.wav,1161.145,1164.411326,86.8,8449.5,1161.145199,KW,,,,,2,,,
147,AMAR418.1.20190402T085409Z.wav,1164.629,1165.193583,2671.9,8518.9,1164.629067,KW,,,,,2,,,
148,AMAR418.1.20190402T085409Z.wav,1169.944,1170.209715,3331.2,10531.5,1169.943586,KW,,,,,2,,,
149,AMAR418.1.20190402T085409Z.wav,1175.032,1175.282292,2186.1,10861.2,1175.032292,KW,,,,,2,,,
150,AMAR418.1.20190402T085409Z.wav,1175.46,1176.19417,381.7,1231.9,1175.4603,KW,,,,,2,,,
151,AMAR418.1.20190402T085409Z.wav,1195.492,1197.008102,329.7,10063.1,1195.491967,KW,,,,,2,,,
152,AMAR418.1.20190402T085409Z.wav,1268.806,1271.201649,173.5,8970,1268.80649,KW,,,,,2,,,
153,AMAR418.1.20190402T085409Z.wav,1271.476,1272.346809,138.8,7495.3,1271.475842,KW,,,,,2,,,
154,AMAR418.1.20190402T085409Z.wav,1366.395,1366.653258,2741.3,10618.3,1366.395193,KW,,,,,2,,,
155,AMAR418.1.20190402T085409Z.wav,1421.105,1422.637134,798.1,4511,1421.104877,KW,,,,,2,,,
156,AMAR418.1.20190402T085409Z.wav,1426.871,1428.104872,1509.5,4580.4,1426.871002,KW,,,,,2,,,
157,AMAR418.1.20190402T085409Z.wav,1433.395,1434.854874,1231.9,4597.8,1433.395197,KW,,,,,2,,,
158,AMAR418.1.20190402T085409Z.wav,1437.686,1438.661322,1457.4,4406.9,1437.685517,KW,,,,,2,,,
159,AMAR418.1.20190402T085409Z.wav,1445.718,1446.725839,780.8,1908.5,1445.717775,KW,,,,,2,,,
160,AMAR418.1.20190402T085409Z.wav,1454.78,1455.530272,1561.5,2533.1,1454.780272,KW,,,,,2,,,
161,AMAR418.1.20190402T085409Z.wav,1460.234,1461.604874,780.8,6662.5,1460.233907,KW,,,,,2,,,
162,AMAR418.1.20190402T085409Z.wav,1724.113,1724.879066,1283.9,5864.4,1724.112937,KW,,,,,2,,,
163,AMAR418.1.20190402T085409Z.wav,1787.698,1788.803047,2238.2,3817,1787.698209,KW,,,,,2,,,
164,AMAR418.1.20190402T085409Z.wav,1794.728,1795.983866,2220.8,4459,1794.727739,KW,,,,,2,,,
