,filename,offset,end,freq_min,freq_max,start,sound_id_species,kw_ecotype,pod,call_type,comments,annotator,path
20,ICLISTENHF1251_20130520T190343.707Z.wav,5893.027329046,5894.225132755,1018.867,4958.484,193.0273,KW,KWT,,T07?,Very faint,,/data/audio/ONC/event_files
21,ICLISTENHF1251_20130520T190343.707Z.wav,5924.810061822,5926.207499482,407.547,3362.259,224.8101,KW,KWT,,T03?/T04?/T07?,Faint,,/data/audio/ONC/event_files
22,ICLISTENHF1251_20130520T190343.707Z.wav,5951.519092954,5954.513602226,237.736,7607.537,251.5191,KW,,,,Faint,,/data/audio/ONC/event_files
23,ICLISTENHF1251_20130520T190343.707Z.wav,5964.185548354,5966.206842113,441.509,6283.01,264.1855,KW,KWT,,T03?/T04?/T07?,Faint,,/data/audio/ONC/event_files
24,ICLISTENHF1251_20130520T190843.708Z.wav,6027.425284489,6029.321807028,482.76,7526.693,27.4253,KW,KWT,,T07?,Very faint,,/data/audio/ONC/event_files
25,ICLISTENHF1251_20130520T190843.708Z.wav,6292.716658716,6294.239222292,587.368,4639.094,292.7167,KW,KWT,,T03?/T04?/T07?,,,/data/audio/ONC/event_files
26,ICLISTENHF1251_20130520T003321.072Z.wav,188.666659896,191.414625229,466.2,4402.405,188.6667,KW,,,,Faint,,/data/audio/ONC/event_files
27,ICLISTENHF1251_20130520T173843.692Z.wav,619.599954751,620.623246692,901.4,7337.342,19.6,KW,KWT,,T07?,Faint,,/data/audio/ONC/event_files
28,ICLISTENHF1251_20130520T173843.692Z.wav,797.231436327,799.301015533,1336.5,6816.628,197.2314,KW,,,,Faint,,/data/audio/ONC/event_files
29,ICLISTENHF1251_20130520T173843.692Z.wav,864.655366749,865.601608038,473.377,6627.277,264.6554,KW,KWT,,T07?,Faint,,/data/audio/ONC/event_files
30,ICLISTENHF1251_20130520T173843.692Z.wav,875.474666932,876.463465886,568.052,6863.965,275.4747,KW,KWT,,T07?,Faint,,/data/audio/ONC/event_files
31,ICLISTENHF1251_20130520T173843.692Z.wav,884.40599186,885.348800165,1181.1,6674.615,284.406,KW,KWT,,T07?,Faint,,/data/audio/ONC/event_files
32,ICLISTENHF1251_20130520T174343.693Z.wav,901.33670927,902.854400688,710.065,9088.837,1.3367,KW,KWT,,T07?,Faint,,/data/audio/ONC/event_files
33,ICLISTENHF1251_20130520T174343.693Z.wav,947.046894783,948.06238171,473.377,6390.588,47.0469,KW,KWT,,T07?,Faint,,/data/audio/ONC/event_files
34,ICLISTENHF1251_20130520T174343.693Z.wav,950.427207486,951.651487817,568.052,6863.965,50.4272,KW,KWT,,,Faint,,/data/audio/ONC/event_files
35,ICLISTENHF1251_20130520T174343.693Z.wav,952.611763315,953.854456393,1025.7,7100.654,52.6118,KW,KWT,,,Faint,,/data/audio/ONC/event_files
36,ICLISTENHF1251_20130520T174343.693Z.wav,957.544260423,958.682528986,559.5,7304.2,57.5443,KW,KWT,,T07?,Faint,,/data/audio/ONC/event_files
37,ICLISTENHF1251_20130520T174343.693Z.wav,963.90862622,965.092885432,652.7,7304.2,63.9086,KW,KWT,,T07?,,,/data/audio/ONC/event_files
38,ICLISTENHF1251_20130520T174343.693Z.wav,977.601990718,978.963375793,719.6,4957.243,77.602,KW,KWT,,T07?,,,/data/audio/ONC/event_files
39,ICLISTENHF1251_20130520T185343.707Z.wav,5257.217811456,5258.628701443,519.711,4970.458,157.2178,KW,KWT,,T03?/T04?/T07?,"faint, masked by vessel noise",,/data/audio/ONC/event_files
40,ICLISTENHF1251_20130520T185343.707Z.wav,5290.321774114,5292.178208308,479.733,5157.132,190.3218,KW,,,,masked by vessel noise,,/data/audio/ONC/event_files
41,ICLISTENHF1251_20130520T185343.707Z.wav,5305.846528523,5307.80197254,879.511,6596.332,205.8465,KW,,,,overlapping calls,,/data/audio/ONC/event_files
42,ICLISTENHF1251_20130520T185343.707Z.wav,5320.801976446,5322.53464836,319.822,3997.777,220.802,KW,KWT,,T03?/T04?/T07?,Masked by vessel noise,,/data/audio/ONC/event_files
43,ICLISTENHF1251_20130520T185343.707Z.wav,5324.861379216,5326.420783938,359.8,7595.776,224.8614,KW,KWT,,T03?/T04?/T07?,"Masked by vessel noise, overlapping calls",,/data/audio/ONC/event_files
44,ICLISTENHF1251_20130520T185343.707Z.wav,5326.693060953,5329.094049176,159.911,5396.999,226.6931,KW,KWT,,T03?/T04?/T07?,"Masked by vessel noise, overlapping calls",,/data/audio/ONC/event_files
45,ICLISTENHF1251_20130520T185343.707Z.wav,5332.361373356,5334.118797726,319.822,5037.199,232.3614,KW,KWT,,T03?/T04?/T07?,Masked by vessel noise,,/data/audio/ONC/event_files
46,ICLISTENHF1251_20130520T185343.707Z.wav,5334.910876315,5336.400988223,439.755,9434.753,234.9109,KW,KWT,,T07?,Masked by vessel noise,,/data/audio/ONC/event_files
47,ICLISTENHF1251_20130520T185343.707Z.wav,5337.787125754,5341.004945022,359.8,10234.309,237.7871,KW,KWT,,T03?/T04?/T07?,"Masked by vessel noise, overlapping calls",,/data/audio/ONC/event_files
48,ICLISTENHF1251_20130520T185343.707Z.wav,5341.772271156,5346.574247602,359.8,4357.577,241.7723,KW,KWT,,T03?/T04?/T07?,"Masked by vessel noise, overlapping calls",,/data/audio/ONC/event_files
49,ICLISTENHF1251_20130520T185343.707Z.wav,5348.15840478,5349.965334062,559.689,9194.887,248.1584,KW,KWT,,T07?,Masked by vessel noise,,/data/audio/ONC/event_files
50,ICLISTENHF1251_20130520T185343.707Z.wav,5351.871273167,5353.158400874,319.822,7195.998,251.8713,KW,KWT,,T07?,Masked by vessel noise,,/data/audio/ONC/event_files
51,ICLISTENHF1251_20130520T185343.707Z.wav,5353.732671914,5355.415838916,519.711,3957.799,253.7327,KW,KWT,,,Masked by vessel noise,,/data/audio/ONC/event_files
52,ICLISTENHF1251_20130520T185343.707Z.wav,5361.207913598,5363.905931293,359.8,7156.021,261.2079,KW,KWT,,T03?/T04?/T07?,"Masked by vessel noise,overlapping calls",,/data/audio/ONC/event_files
53,ICLISTENHF1251_20130520T185343.707Z.wav,5366.603948987,5368.188106165,399.778,3877.844,266.604,KW,KWT,,T03?/T04?/T07?,"Masked by vessel noise,overlapping calls",,/data/audio/ONC/event_files
54,ICLISTENHF1251_20130520T185343.707Z.wav,5368.188106165,5369.42572896,719.6,10594.109,268.1881,KW,KWT,,T07?,Masked by vessel noise,,/data/audio/ONC/event_files
55,ICLISTENHF1251_20130520T185343.707Z.wav,5356.232669961,5357.717817315,599.667,7875.62,256.2327,KW,KWT,,T07?,Masked by vessel noise,,/data/audio/ONC/event_files
56,ICLISTENHF1251_20130520T185343.707Z.wav,5373.193066812,5376.212866433,199.889,6996.109,273.1931,KW,KWT,,T03?/T04?/T07?,"Masked by vessel noise,overlapping calls",,/data/audio/ONC/event_files
57,ICLISTENHF1251_20130520T185343.707Z.wav,5378.762369392,5380.321774114,399.778,8675.176,278.7624,KW,KWT,,T07?,"Masked by vessel noise,overlapping calls",,/data/audio/ONC/event_files
58,ICLISTENHF1251_20130520T185343.707Z.wav,5386.287115989,5387.475233872,119.933,4957.243,286.2871,KW,KWT,,T03?/T04?/T07?,Masked by vessel noise,,/data/audio/ONC/event_files
59,ICLISTENHF1251_20130520T185343.707Z.wav,5391.094056989,5392.554451887,599.667,10514.153,291.0941,KW,KWT,,T07?,Masked by vessel noise,,/data/audio/ONC/event_files
60,ICLISTENHF1251_20130520T185343.707Z.wav,5398.148506923,5399.43563463,639.644,7955.576,298.1485,KW,KWT,,T07?,Masked by vessel noise,,/data/audio/ONC/event_files
61,ICLISTENHF1251_20130520T185843.706Z.wav,5411.470292756,5412.732668007,639.644,6196.554,11.4703,KW,KWT,,T07?,Masked by vessel noise,,/data/audio/ONC/event_files
62,ICLISTENHF1251_20130520T185843.706Z.wav,5433.034646407,5434.544546218,679.622,7955.576,33.0346,KW,KWT,,T07?,Masked by vessel noise,,/data/audio/ONC/event_files
63,ICLISTENHF1251_20130520T185843.706Z.wav,5430.361381169,5432.143557994,6276.51,11833.419,30.3614,Echolocation,,,EL,faint,,/data/audio/ONC/event_files
64,ICLISTENHF1251_20130520T185843.706Z.wav,5445.440591371,5446.405937152,439.755,4917.266,45.4406,KW,KWT,,T07?,Masked by vessel noise,,/data/audio/ONC/event_files
65,ICLISTENHF1251_20130520T185843.706Z.wav,5446.504946976,5448.089104154,239.867,5396.999,46.505,KW,KWT,,T03?/T04?/T07?,Masked by vessel noise,,/data/audio/ONC/event_files
66,ICLISTENHF1251_20130520T185843.706Z.wav,5448.039599242,5449.20296467,399.778,10314.264,48.0396,KW,KWT,,T07?,Masked by vessel noise,,/data/audio/ONC/event_files
67,ICLISTENHF1251_20130520T185843.706Z.wav,5450.811874304,5453.361377263,519.711,6876.176,50.8119,KW,KWT,,T03?/T04?/T07?,"Masked by vessel noise, overlapping calls",,/data/audio/ONC/event_files
68,ICLISTENHF1251_20130520T185843.706Z.wav,5454.772267249,5456.430681795,359.8,7076.065,54.7723,KW,KWT,,T07?,Masked by vessel noise,,/data/audio/ONC/event_files
69,ICLISTENHF1251_20130520T185843.706Z.wav,5460.539589476,5461.881186649,559.689,8435.309,60.5396,KW,KWT,,T07?,"Masked by vessel noise,overlapping calls",,/data/audio/ONC/event_files
70,ICLISTENHF1251_20130520T185843.706Z.wav,5462.797027518,5464.084155225,919.489,8395.331,62.797,KW,KWT,,T07?,"Masked by vessel noise,overlapping calls",,/data/audio/ONC/event_files
71,ICLISTENHF1251_20130520T185843.706Z.wav,5470.247516747,5471.410882174,799.555,10913.931,70.2475,KW,KWT,,T07?,Overlapping calls,,/data/audio/ONC/event_files
72,ICLISTENHF1251_20130520T185843.706Z.wav,5477.499986328,5478.613846844,879.511,10594.109,77.5,KW,KWT,,T07?,Overlapping calls,,/data/audio/ONC/event_files
73,ICLISTENHF1251_20130520T185843.706Z.wav,5502.836708874,5504.460077863,271.698,5264.144,102.8367,KW,KWT,,T03?/T04?/T07?,faint,,/data/audio/ONC/event_files
74,ICLISTENHF1251_20130520T185843.706Z.wav,5508.359692501,5509.524283298,916.98,8694.328,108.3597,KW,KWT,,T07?,faint,,/data/audio/ONC/event_files
75,ICLISTENHF1251_20130520T185843.706Z.wav,5591.137452591,5592.672595005,645.282,6384.897,191.1375,KW,KWT,,T07?,faint,,/data/audio/ONC/event_files
76,ICLISTENHF1251_20130520T185843.706Z.wav,5637.841765164,5639.818040456,67.924,6894.33,237.8418,KW,KWT,,T03?/T04?/T07?,Masked by vessel noise,,/data/audio/ONC/event_files
77,ICLISTENHF1251_20130520T185843.706Z.wav,5647.473967898,5649.101254794,475.471,8388.668,247.474,KW,KWT,,T03?/T04?/T07?,"Masked by vessel noise,overlapping calls",,/data/audio/ONC/event_files
78,ICLISTENHF1251_20130520T185843.706Z.wav,5688.679335854,5690.302704844,407.547,5807.539,288.6793,KW,KWT,,T03?/T04?/T07?,Masked by vessel noise,,/data/audio/ONC/event_files
79,ICLISTENHF1251_20130520T185843.706Z.wav,5692.301530015,5693.554347388,577.358,6147.161,292.3015,KW,KWT,,T07?,faint,,/data/audio/ONC/event_files
80,ICLISTENHF1251_20130520T190343.707Z.wav,5745.109512749,5747.055943776,577.358,3599.995,45.1095,KW,KWT,,T03?/T04?/T07?,Masked by vessel noise,,/data/audio/ONC/event_files
81,ICLISTENHF1251_20130520T190343.707Z.wav,5759.982242132,5761.487486893,441.509,7879.234,59.9822,KW,KWT,,T03?/T04?/T07?,Masked by vessel noise,,/data/audio/ONC/event_files
82,ICLISTENHF1251_20130520T190343.707Z.wav,5869.437578405,5873.929342313,509.433,5332.068,169.4376,KW,KWT,,T03?/T04?/T07?,Very faint,,/data/audio/ONC/event_files
83,ICLISTENHF1251_20130520T190343.707Z.wav,5878.171563782,5880.292674516,441.509,4720.748,178.1716,KW,KWT,,T03?/T04?/T07?,Very faint,,/data/audio/ONC/event_files
84,ICLISTENHF1251_20130520T190343.707Z.wav,5900.438739494,5902.185536569,475.471,3260.373,200.4387,KW,KWT,,T03?/T04?/T07?,Very faint,,/data/audio/ONC/event_files
85,ICLISTENHF1251_20130520T190343.707Z.wav,5912.973760073,5914.895236856,203.773,3498.108,212.9738,KW,KWT,,T03?/T04?/T07?,Masked by vessel noise,,/data/audio/ONC/event_files
86,ICLISTENHF1251_20130520T190343.707Z.wav,5926.631721629,5927.53007441,305.66,2920.751,226.6317,KW,,,,Faint,,/data/audio/ONC/event_files
87,ICLISTENHF1251_20130520T190343.707Z.wav,5969.450893824,5970.748514509,611.32,4516.975,269.4509,KW,KWT,,T03?/T04?/T07?,Faint,,/data/audio/ONC/event_files
88,ICLISTENHF1251_20130520T190343.707Z.wav,5970.798422996,5971.996226705,611.32,5399.993,270.7984,KW,KWT,,T07?,Faint,,/data/audio/ONC/event_files
89,ICLISTENHF1251_20130520T190843.708Z.wav,6038.612775896,6039.91039658,438.872,7109.734,38.6128,KW,KWT,,T07?,,,/data/audio/ONC/event_files
90,ICLISTENHF1251_20130520T190843.708Z.wav,6048.744198932,6050.915218154,482.76,4739.823,48.7442,KW,,,,,,/data/audio/ONC/event_files
91,ICLISTENHF1251_20130520T190843.708Z.wav,6055.831204209,6058.110030532,789.97,7636.381,55.8312,KW,,,,,,/data/audio/ONC/event_files
92,ICLISTENHF1251_20130520T190843.708Z.wav,6064.323637271,6065.97061737,833.858,5134.808,64.3236,KW,,,,,,/data/audio/ONC/event_files
93,ICLISTENHF1251_20130520T190843.708Z.wav,6074.987089555,6077.607285168,482.76,5573.681,74.9871,KW,,,,Faint,,/data/audio/ONC/event_files
94,ICLISTENHF1251_20130520T003321.072Z.wav,192.055855989,195.534940723,662.728,5159.808,192.0559,KW?,,,,Faint,,/data/audio/ONC/event_files
95,ICLISTENHF1251_20130520T173843.692Z.wav,615.477738326,616.794525161,528.4,6958.641,15.4777,KW?,,,,Faint,,/data/audio/ONC/event_files
96,ICLISTENHF1251_20130520T173843.692Z.wav,809.454728709,811.552184405,662.728,6911.303,209.4547,KW?/PWSD?,,,,Very faint,,/data/audio/ONC/event_files
97,ICLISTENHF1251_20130520T173843.692Z.wav,841.167196991,843.106358974,615.39,4828.445,241.1672,KW?,,,,Faint,,/data/audio/ONC/event_files
98,ICLISTENHF1251_20130520T173843.692Z.wav,849.247038587,850.482779067,710.065,5869.874,249.247,KW?,,,,Faint,,/data/audio/ONC/event_files
99,ICLISTENHF1251_20130520T173843.692Z.wav,852.174244632,853.048066963,1088.767,5439.3,252.1743,KW?,,,,Faint,,/data/audio/ONC/event_files
100,ICLISTENHF1251_20130520T172821.261Z.wav,424.67255579,426.925029278,11885.997,12766.441,124.6726,Unknown,,,,11 kHz band of noise throughout all files,,/data/audio/ONC/event_files
101,ICLISTENHF1251_20130520T173843.692Z.wav,788.632948735,790.464630473,473.377,7147.992,188.633,KW?/PWSD?,,,,,,/data/audio/ONC/event_files
102,ICLISTENHF1251_20130520T173843.692Z.wav,889.976404355,891.139769783,899.416,3313.638,289.9764,KW?,,,,,,/data/audio/ONC/event_files
103,ICLISTENHF1251_20130520T180343.697Z.wav,2380.042585996,2380.636644937,759.578,11073.842,280.0426,Unknown,,,,Similar to a buzz,,/data/audio/ONC/event_files
104,ICLISTENHF1251_20130520T184343.704Z.wav,4670.697361707,4672.306927328,542.438,4213.055,170.6974,KW?,,,,faint,,/data/audio/ONC/event_files
105,ICLISTENHF1251_20130520T184343.704Z.wav,4679.683159189,4681.217811456,1433.586,6083.056,179.6832,KW?,,,,faint,,/data/audio/ONC/event_files
106,ICLISTENHF1251_20130520T184843.704Z.wav,5054.118805538,5055.80197254,879.511,2272.209,254.1188,Unknown,,,,"faint, similar looking to a KW call",,/data/audio/ONC/event_files
107,ICLISTENHF1251_20130520T185343.707Z.wav,5175.886135578,5177.668312403,519.711,5836.754,75.8861,KW?,,,,faint,,/data/audio/ONC/event_files
108,ICLISTENHF1251_20130520T185343.707Z.wav,5270.366330097,5271.876229908,399.778,3877.844,170.3663,KW?,,,,"very faint, masked by vessel noise",,/data/audio/ONC/event_files
109,ICLISTENHF1251_20130520T185843.706Z.wav,5474.504939163,5476.212858621,759.578,3957.799,74.5049,KW?,,,,"faint, Masked by vessel noise",,/data/audio/ONC/event_files
110,ICLISTENHF1251_20130520T185843.706Z.wav,5488.804454034,5490.289601388,599.667,4997.221,88.8045,KW?/PWSD?,,,,very faint,,/data/audio/ONC/event_files
111,ICLISTENHF1251_20130520T185843.706Z.wav,5495.883656424,5496.972764484,959.466,6156.576,95.8837,KW?,,,,very faint,,/data/audio/ONC/event_files
112,ICLISTENHF1251_20130520T185843.706Z.wav,5482.616340056,5484.299507058,4296.82,11646.643,82.6163,Echolocation?,,,EL,,,/data/audio/ONC/event_files
113,ICLISTENHF1251_20130520T185843.706Z.wav,5497.349015876,5498.240104289,961.131,5766.784,97.349,KW?,,,,very faint,,/data/audio/ONC/event_files
114,ICLISTENHF1251_20130520T185843.706Z.wav,5498.619478564,5499.272355223,194.345,11750.927,98.6195,Mooring,,,,Buoy hit by something?,,/data/audio/ONC/event_files
115,ICLISTENHF1251_20130520T185843.706Z.wav,5506.030510908,5507.036293868,543.395,7403.763,106.0305,KW?,,,,faint,,/data/audio/ONC/event_files
116,ICLISTENHF1251_20130520T185843.706Z.wav,5533.445329888,5535.598058331,441.509,3769.806,133.4453,KW?,,,,very faint,,/data/audio/ONC/event_files
117,ICLISTENHF1251_20130520T185843.706Z.wav,5541.297495109,5544.350134622,271.698,6928.292,141.2975,KW?,,,,very faint,,/data/audio/ONC/event_files
118,ICLISTENHF1251_20130520T185843.706Z.wav,5553.880383372,5555.203782005,1018.867,2649.053,153.8804,KW?,,,,faint,,/data/audio/ONC/event_files
119,ICLISTENHF1251_20130520T185843.706Z.wav,5559.879790508,5561.272118702,899.416,3090.562,159.8798,KW?,,,,faint,,/data/audio/ONC/event_files
120,ICLISTENHF1251_20130520T185843.706Z.wav,5562.86184876,5564.044084872,849.055,2818.864,162.8618,KW?,,,,faint,,/data/audio/ONC/event_files
121,ICLISTENHF1251_20130520T185843.706Z.wav,5631.807067398,5632.830495674,1086.791,3871.693,231.8071,KW?,,,,Masked by vessel noise,,/data/audio/ONC/event_files
122,ICLISTENHF1251_20130520T185843.706Z.wav,5658.453381436,5661.722387391,713.207,6147.161,258.4534,KW?,,,,very faint,,/data/audio/ONC/event_files
123,ICLISTENHF1251_20130520T185843.706Z.wav,5565.334100944,5566.931172556,509.433,4211.315,165.3341,KW?,,,,"faint, Masked by vessel noise",,/data/audio/ONC/event_files
124,ICLISTENHF1251_20130520T190343.707Z.wav,5736.916530614,5739.861131398,543.395,3871.693,36.9165,KW?,,,,"faint, Masked by vessel noise",,/data/audio/ONC/event_files
125,ICLISTENHF1251_20130520T190343.707Z.wav,5758.75948418,5760.131967596,916.98,2852.826,58.7595,KW?,,,,Faint,,/data/audio/ONC/event_files
126,ICLISTENHF1251_20130520T190343.707Z.wav,5823.897067098,5825.244596271,1324.526,3362.259,123.8971,KW?,,,,Faint call?,,/data/audio/ONC/event_files
127,ICLISTENHF1251_20130520T190343.707Z.wav,5830.085719594,5831.383340278,509.433,3532.071,130.0857,KW?,,,,Faint call?,,/data/audio/ONC/event_files
128,ICLISTENHF1251_20130520T190343.707Z.wav,5839.127146022,5840.275041243,1018.867,3124.524,139.1271,KW?,,,,Faint call?,,/data/audio/ONC/event_files
129,ICLISTENHF1251_20130520T190343.707Z.wav,5858.923851585,5860.296335001,475.471,5094.333,158.9239,KW?,,,,Faint call?,,/data/audio/ONC/event_files
130,ICLISTENHF1251_20130520T190343.707Z.wav,5875.401642705,5877.39798222,611.32,8320.743,175.4016,KW?,,,,Very faint,,/data/audio/ONC/event_files
131,ICLISTENHF1251_20130520T190343.707Z.wav,5880.517262711,5881.889746128,946.754,5909.426,180.5173,KW?,,,,Very faint,,/data/audio/ONC/event_files
132,ICLISTENHF1251_20130520T190343.707Z.wav,5882.813053153,5886.28169306,271.698,8898.101,182.813,KW?,,,,Very faint,,/data/audio/ONC/event_files
133,ICLISTENHF1251_20130520T190343.707Z.wav,5887.437578405,5888.760153334,1018.867,3022.637,187.4376,KW?,,,,Very faint,,/data/audio/ONC/event_files
134,ICLISTENHF1251_20130520T190343.707Z.wav,5890.107682506,5891.65484563,781.131,6079.237,190.1077,KW?,,,,Very faint,,/data/audio/ONC/event_files
135,ICLISTENHF1251_20130520T190343.707Z.wav,5923.21299021,5924.635382114,407.547,4245.277,223.213,KW,KWT?,,,Faint,,/data/audio/ONC/event_files
136,ICLISTENHF1251_20130520T190343.707Z.wav,5929.276871486,5930.374858219,305.66,5977.35,229.2769,KW,KWT?,,T03?/T04?/T07?,Faint,,/data/audio/ONC/event_files
137,ICLISTENHF1251_20130520T190343.707Z.wav,5941.262898698,5942.360885431,339.622,2615.091,241.2629,KW,KWT?,,,Faint,,/data/audio/ONC/event_files
138,ICLISTENHF1251_20130520T190343.707Z.wav,5943.982911286,5945.879433825,543.395,6486.783,243.9829,KW?,,,,Faint call?,,/data/audio/ONC/event_files
139,ICLISTENHF1251_20130520T190343.707Z.wav,5948.649354902,5951.020008075,577.358,7166.028,248.6494,KW?,,,,Faint call?,,/data/audio/ONC/event_files
140,ICLISTENHF1251_20130520T190343.707Z.wav,5955.586634715,5957.058935107,509.433,6894.33,255.5866,KW?,,,,Faint,,/data/audio/ONC/event_files
141,ICLISTENHF1251_20130520T190343.707Z.wav,5975.664500563,5978.733872567,645.282,3294.335,275.6645,KW?,,,,Faint whistles?,,/data/audio/ONC/event_files
142,ICLISTENHF1251_20130520T190343.707Z.wav,5996.134970713,5998.131310227,543.395,4415.088,296.135,KW?,,,,Very faint,,/data/audio/ONC/event_files
143,ICLISTENHF1251_20130520T190343.707Z.wav,5991.817886512,5993.464866612,1052.829,4890.559,291.8179,KW?,,,,Faint,,/data/audio/ONC/event_files
144,ICLISTENHF1251_20130520T190843.708Z.wav,6001.681478745,6003.136815018,394.985,3949.852,1.6815,KW?,,,,Masked by vessel noise,,/data/audio/ONC/event_files
145,ICLISTENHF1251_20130520T190843.708Z.wav,6006.330958242,6008.052801073,351.098,2808.784,6.331,KW?,,,,Very faint,,/data/audio/ONC/event_files
146,ICLISTENHF1251_20130520T190843.708Z.wav,6015.788616692,6016.986420401,351.098,3115.995,15.7886,KW?,,,,Very faint,,/data/audio/ONC/event_files
147,ICLISTENHF1251_20130520T190843.708Z.wav,6128.020070215,6128.900588909,3760.476,6131.59,128.0201,Unknown,,,,"Faint, KW sounding call",,/data/audio/ONC/event_files
148,ICLISTENHF1251_20130520T181343.698Z.wav,2534.433107,2542.624184,0.0,1740.0,134.4331,Unknown,,,,Likely vessel noise,,/data/audio/ONC/event_files
149,ICLISTENHF1251_20130520T181843.699Z.wav,2959.668781,2967.350304,0.0,2300.0,259.6688,Vessel Noise,,,,,,/data/audio/ONC/event_files
150,ICLISTENHF1251_20130520T182343.700Z.wav,3009.745203,3012.254756,1600.0,8220.0,9.7452,Unknown,,,,Unknown clicking, I don' tthink this is biological,,/data/audio/ONC/event_files
151,ICLISTENHF1251_20130520T182343.700Z.wav,3017.75795,3023.808901,1780.0,8700.0,17.758,Unknown,,,,Unknown clicks, I don't think either are biological in nature,,/data/audio/ONC/event_files
152,ICLISTENHF1251_20130520T184343.704Z.wav,4370.91719,4372.114642,680.0,7260.0,170.9172,KW?,KWT?,,,faint,,/data/audio/ONC/event_files
153,ICLISTENHF1251_20130520T184343.704Z.wav,4379.898075,4381.082788,1280.0,6480.0,179.8981,KW?,KWT?,,,faint,,/data/audio/ONC/event_files
154,ICLISTENHF1251_20130615T061356.060Z.wav,6548.949032,6549.96814,748.936,4680.851,248.949,Unknown,,,,,,/data/audio/ONC/event_files
155,ICLISTENHF1251_20130615T061856.060Z.wav,6765.535019,6766.464955,725.532,6646.809,165.535,Unknown,,,,Faint, could be biological,,/data/audio/ONC/event_files
156,ICLISTENHF1251_20130615T061856.060Z.wav,6776.999992,6779.242029,163.83,842.553,177.0,Vessel Noise?,,,,Not biological,,/data/audio/ONC/event_files
